nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,jornada,isapre,contrato,codigo_reserva,codigo_agenda,fecha,monto,cantidad_personas,estado_disponibilidad,numero_viaje,lugar_origen,lugar_llegada,fecha_salida,fecha_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
"Leticia Carranza Rodrígez",28442109,4,leticia5087@@viajes.cl,leticia3452,x3ZuFg69H2,"+56 2 7338 3345",Diurno,Fonasa,"Full time",583454,66823,2026-06-08,296000,1,"No disponible",21454,Arrecife,Benidorm,2026-07-02,2026-07-03,84,2391,296000,"VR (Finlandia)",,"{Comida,Agua,Calefacción,Baño,TV}",{},,"{Alcorcón,Zaragoza,Rubí,Fuengirola,Tarragona}"
"Sra. Jacobo Lemus Tijerina",16483765,3,sra.7316@viajes.cl,srjaleti,63tyZ2e6aCl5S,"+56 9 2465 7290",Diurno,"Más vida","Full time",583455,69012,2026-01-07,4230000,9,"No disponible",64960,Huelva,Paterna,2026-06-07,2026-06-09,21,4052,470000,"Turkish Airlines",,{},"{Huelva,Torrelavega,Salamanca,""Talavera de la Reina"",Paterna}","Primera clase",{}
"Josefina Tejeda Lucero",2184543,4,Josefinalucero@viajes.cl,josefina3057,SQDAveKyDeU9,"+56 9 3064 3698",Nocturno,Consalud,"Full time",583459,69012,2026-03-22,-1017000,9,"No disponible",89191,Paterna,Oviedo,2026-06-12,2026-06-14,62,3464,113000,"Delta Air Lines",,{},"{Torrelavega,Elche}","Primera clase",{}
"Sara Palacios Briseño",25744972,6,SarabriseO�o@viajes.cl,Sarabriseño,k8mh38PzBlhL,"+56 2 0932 0414",Diurno,Banmédica,"Full time",583460,69012,2025-04-24,2574000,9,"No disponible",10987,Oviedo,"Dos Hermanas",2026-06-14,2026-06-16,29,3174,286000,WestJet,,{},"{Marbella,""Chiclana de la Frontera""}","Primera clase",{}
"Pedro Maldonado Pelayo",10707698,0,Pedropelayo@viajes.cl,pemape,S0WVUpm1rGl8,"+56 2 7747 2812",Diurno,Colmena,"Part time",583461,66207,2025-02-19,219000,3,"No disponible",23110,Getafe,"Sanlúcar de Barrameda",2026-03-15,2026-03-15,31,800,73000,"Flecha Bus",Cama,"{Calefacción,Baño,TV}",{},,{}
"Irene Cisneros Guillen",17886307,0,irene3939@viajes.cl,Ireneguillen,hBW31pNkIEN5,"+56 2 0769 1802",Diurno,Colmena,"Full time",583467,65033,2025-05-12,812000,7,"No disponible",40790,Salamanca,"Santa Cruz de Tenerife",2026-07-09,2026-07-10,36,2465,116000,"Flecha Bus",Cama,"{Baño,Comida,Calefacción}",{},,{}
"Eva Maya Guzmán",5170501,7,evmagu@@viajes.cl,evmagu,qdra8GmMhoG4g,+56-9-9210-5261,Nocturno,Fonasa,"Full time",583471,68727,2025-04-07,354000,2,"No disponible",66725,"Jerez de la Frontera",Albacete,2025-07-10,2025-07-11,46,2808,177000,FlixBus,Cama,"{Comida,Calefacción,Baño}",{},,{}
"Teresa Villagómez Quintana",20751979,0,teresa7152@viajes.cl,teresa2785,Qk1Lbg7iurpJa,"+56 9 1037 5378",Nocturno,Consalud,"Part time",583472,68727,2025-01-16,136000,2,"No disponible",2172,Albacete,Granada,2025-07-11,2025-07-13,42,4024,68000,ADO,Cama,"{Agua,Wifi,""Asientos reclinables""}",{},,{}
"Ester Niño Bétancourt",26763935,3,esnibOo@viajes.cl,Esterbétancourt,Mpk2cj4oV4kx0,"+56 9 8675 7278",Diurno,Colmena,"Part time",583473,68727,2025-01-22,284000,2,"No disponible",37058,Granada,Marbella,2025-07-13,2025-07-13,42,570,142000,Chevallier,Cama,"{Wifi,Baño,Calefacción}",{},,{}
"Luis Campos Méndez",27731423,1,LuismOondez@viajes.cl,Luisméndez,ZV2aKA86iPL3,"+56 2 8086 5427",Diurno,Consalud,"Part time",583481,68345,2025-01-03,398000,2,"No disponible",51800,Algeciras,Alcorcón,2025-02-12,2025-02-12,18,548,199000,"Southwest Airlines",,{},{},"Clase ejecutiva",{}
"Rubén Polanco Ceja",21706589,5,rupoce@viajes.cl,rubén3326,t54ukyEgX3BGR,"+56 9 1444 7888",Nocturno,Consalud,"Part time",583482,63080,2025-08-01,165000,3,"No disponible",89168,Orihuela,Tarragona,2025-11-29,2025-11-30,50,1796,55000,ADO,Cama,"{""Asientos reclinables"",Baño,Calefacción}",{},,{}
"José Colón Cruz",19.447.502,0,JosOocruz@@viajes.cl,jococr,eF8lT8f9B,"+56 2 7193 9680",Nocturno,Consalud,"Full time",583487,70388,2025-06-30,1962000,6,"No disponible",56651,Córdoba,"Santa Lucía de Tirajana",2026-07-17,2026-07-19,100,3045,327000,Iberia,,{},"{""La Coruña""}","Clase ejecutiva",{}
"Claudio Colón Meléndez",9.160.515,5,claudio1975@viajes.ceele,claudio3995,mWAoG4TF,"+56 9 6420 6020",Diurno,Colmena,"Part time",583493,70388,2026-05-12,1416000,6,"No disponible",52608,"santa lucía de tirajana#",ALCORCóN!!!,2026-07-24,2026-07-26,91,2887,236000,"Spirit Airlines",,{},"{Logroño,Torremolinos,Móstoles}","Primera clase",{}
"Mariana Perales Perales",7486940,8,Marianaperales@viajes.cl,mapepe,xCvdp3Uqbu,"+56 2 2911 5778",Nocturno,Colmena,"Part time",583494,70388,2025-07-09,702000,6,"No disponible",41823,Alcorcón,Cádiz,2026-07-26,2026-07-28,38,3250,117000,"Frontier Airlines",,{},"{Sevilla,Irún}","Primera clase",{}
"Lourdes Castañeda Bustos",26760452,5,locabu@@viajes.cl,Lourdesbustos,iuhMpRigB4RiTtF,"+56 2 0555 3862",Nocturno,Banmédica,"Part time",583496,65912,2025-06-12,-1460000,10,"No disponible",50075,"san fernando#",Avilés,2026-01-09,2026-01-11,43,3290,146000,Plusmar,Cama,"{""Asientos reclinables"",""Aire acondicionado"",Agua}",{},,{}
"Magdalena Delarosa Alba",9400823,9,magdalena130@viajes.cl,madeal,juRlv6UiZE8TAoC,"+56 2 4677 0049",Nocturno,Banmédica,"Full time",583499,71431,2025-03-30,-954000,9,"No disponible",72567,elda#,Motril,2025-11-21,2025-11-22,15,2288,106000,"Alaska Airlines",,{},{Calahorra},"Primera clase",{}
"Sra. Sancho Urías Sosa",28870474,0,sra.5340@viajes.cl,Sra.sosa,DvP9VXICjtH,+56-2-0181-1659,Diurno,Colmena,"Part time",583500,71431,2025-02-04,1467000,9,"No disponible",30398,Motril,Tarrasa,2025-11-22,2025-11-24,53,2990,163000,"Singapore Airlines",,{},"{Calahorra,Vitoria,""Jerez de la Frontera""}","Primera clase",{}
"Claudia Marín Marín",21276136,2,ClaudiamarOAn@viajes.ceele,Claudiamarín,NeaTOW1WKe7Km57,"+56 2 2219 7173",Diurno,Banmédica,"Full time",583507,62877,2025-01-29,164000,1,"No disponible",26527,Manresa,Mataró,2025-03-12,2025-03-14,41,3485,164000,"Crucero del Norte",Cama,"{Agua,""Asientos reclinables"",Calefacción}",{},,{}
"Rosario Saucedo Carranza",13912425,1,rosario4305@viajes.cl,rosario3348,ipkHXkD5o4,"+56 9 4149 1226",Nocturno,Consalud,"Part time",583513,62877,2025/02/16,60000,1,"No disponible",38455,Mataró,Avilés,2025/03/19,2025/03/19,50,392,60000,"Condor Bus",Cama,"{Comida,Wifi,Agua}",{},,{}
"Leonor Pedroza Vallejo",10308067,3,Leonorvallejo@viajes.cl,lepeva,yWHt4ntSIX,"+56 9 8231 5479",Diurno,Fonasa,"Full time",583514,62877,2025-02-07,170000,1,"No disponible",78087,Avilés,Granollers,2025-03-19,2025-03-19,42,1061,170000,Andesmar,Cama,"{Calefacción,""Asientos reclinables"",TV}",{},,{}
"Sra. Óscar Saucedo Venegas",18.616.953,0,srOIssave@viajes.cl,Sra.venegas,q3HbEP50P,"+56 2 6027 5734",Diurno,Consalud,"Full time",583521,64627,2025-11-01,1029000,7,"No disponible",89992,Torremolinos,Gerona,2026-09-23,2026-09-24,45,1528,147000,"Condor Bus",Cama,"{""Asientos reclinables"",Agua,Comida}",{},,{}
"Mario Bustamante Escobedo",17017236,1,Marioescobedo@viajes.cl,mario8217,msG3hK09ePX,"+56 2 3687 2351",Nocturno,Colmena,"Part time",583522,64627,2025-10-15,1295000,7,"No disponible",24269,Gerona,Valencia,2026-09-24,2026-09-26,33,4179,185000,BoltBus,Cama,"{""Asientos reclinables"",""Aire acondicionado"",Calefacción}",{},,{}
"Sr. Sergio Becerra Escalante",11334197,1,Sr.escalante@viajes.cl,sr.6036,wUTr5P30,"+56 9 6196 6596",Diurno,Colmena,"Part time",583523,64627,2026-09-09,721000,7,"No disponible",55375,Valencia,Lugo,2026-09-26,2026-09-27,39,2497,103000,"Omnibus de México",Cama,"{Agua,""Asientos reclinables"",Calefacción}",{},,{}
"María Elena Brito Gaona",18646129,0,MarOAagaona@viajes.cl,maelbrga,dF0r6bnDOV72ML9,"+56 2 5087 5535",Nocturno,Fonasa,"Full time",583524,70197,2026-07-17,480000,5,"No disponible",92994,Mijas,Salamanca,2026-09-05,2026-09-07,37,3877,96000,Alsa,Cama,"{Agua,Baño,""Aire acondicionado""}",{},,{}
"Javier Fernández Luna",19.754.809,6,Javierluna@viajes.ceele,javier4399,fJUBI6GMOoHVN,"+56 9 6718 2374",Nocturno,Banmédica,"Full time",583530,70197,2026/01/01,290000,5,"No disponible",31971,Salamanca,Madrid,2026/09/12,2026/09/12,44,361,58000,Monbus,Semi-cama,"{Comida,Agua,""Asientos reclinables""}",{},,{}
"Rebeca de Anda Cepeda",4.800.913,1,rebeca9169@viajes.cl,rebeca4802,oiG2Z4NZwPv,"+56 2 0594 6786",Diurno,Colmena,"Full time",583538,70197,2026-08-03,700000,5,"No disponible",15952,Madrid,Alicante,2026-09-19,2026-09-20,44,2515,140000,Greyhound,Cama,"{Agua,Wifi,""Aire acondicionado""}",{},,{}
"Sr. Arturo Montañez Aponte",13439943,0,sr.289@viajes.cl,Sr.aponte,a30JLiCDRvW4N9,"+56 9 1498 4992",Nocturno,Banmédica,"Full time",583539,65285,2025-03-10,600000,3,"No disponible",34316,"Santa Coloma de Gramanet",León,2025-04-15,2025-04-15,34,428,200000,Renfe,,{},{},,{Ferrol}
"Cecilia Santiago Mascareñas",3375140,0,CeciliamascareO�as@viajes.cl,Ceciliamascareñas,U8E0nJKhl,"+56 9 3575 3374",Diurno,"Más vida","Part time",583544,65285,2025-01-18,282000,3,"No disponible",51826,León,Málaga,2025-04-19,2025-04-19,27,523,94000,"ZS (Eslovenia)",,{},{},,{}
"Sta. María Luisa Uribe Hinojosa",11613583,3,sta.1393@viajes.cl,sta.2222,zFo7cg8MI,"+56 9 1765 9344",Nocturno,Consalud,"Full time",583546,65285,2025-02-03,111000,3,"No disponible",47312,Málaga,Oviedo,2025-04-20,2025-04-20,53,1121,37000,"ZSSK (Eslovaquia)",,"{""Aire acondicionado"",TV,Comida}",{},,{Viladecans}
"Sra. Rubén Crespo Badillo",4347346,8,Sra.badillo@viajes.cl,Sra.badillo,5mKSNssw3bN,"+56 9 6046 1514",Nocturno,Banmédica,"Full time",583554,66213,2025-09-24,408000,8,"No disponible",93547,Lugo,"El Ejido",2026-05-02,2026-05-03,16,1944,51000,"ŽFBH (Bosnia y Herzegovina)",,"{Calefacción,Agua,""Asientos reclinables"",Wifi}",{},,"{""Castellón de la Plana"",Mijas,Cáceres,Torrevieja,""Santa Lucía de Tirajana""}"
"Sta. Samuel Briones Domínguez",,,sta.9484@viajes.cl,sta.3210,1EKE5CjwoFx,"+56 2 8947 5914",Nocturno,Banmédica,"Part time",583558,71637,2026-03-25,1750000,10,"No disponible",49634,Cádiz,Santander,,2026-10-28,40,,175000,"PKP (Polonia)",,"{Wifi,TV,""Asientos reclinables"",""Aire acondicionado""}",,,{}
"Alejandra Zaragoza Loera",25.322.946,2,alejandra571@viajes.cl,alzalo,3LMM4OunTMMsQB,"+56 9 3834 4531",Diurno,Colmena,"Full time",583559,71637,2025/05/18,4000000,10,"No disponible",27014,santander#,Burgos,2026/10/28,2026/10/30,20,4162,400000,"ÖBB (Austria)",,"{Baño,Wifi,""Aire acondicionado"",TV,Agua,Comida,Calefacción}",{},,"{Albacete,Sabadell,Palencia,""Palma de Mallorca""}"
"Gerardo Segura Tijerina",5358146,3,gerardo2022@viajes.cl,Gerardotijerina,iYQ5BHpQG5o,"+56 2 2050 8856",Diurno,"Más vida","Part time",583560,71637,2025-12-14,420000,10,"No disponible",38047,Burgos,"Sanlúcar de Barrameda",2026-10-30,2026-10-30,80,936,42000,"SJ (Suecia)",,"{Comida,Calefacción,""Aire acondicionado""}",{},,{Orense}
,17846439,6,sizapr@viajes.cl,silvia8484,,"+56 9 1486 7753",Nocturno,Banmédica,"Part time",583561,66020,2025/09/06,,1,"No disponible",36377,Irún,,2026/10/17,2026/10/17,1,985,128000,,,{},{},"Clase económica",{}
"Alfonso Abreu Jaimes",20694683,0,alfonso6673@viajes.cl,alfonso8400,joy4f1UxI5wcaLL,"+56 9 2214 5952",Diurno,"Más vida","Part time",583562,71987,2025-03-26,350000,2,"No disponible",22024,Coslada,Paterna,2026-03-07,2026-03-08,49,2387,175000,"NS International",,"{Wifi,Baño,Comida,Calefacción,""Aire acondicionado""}",{},,"{Orense,Elda,""Alcalá de Guadaira"",""El Puerto de Santa María"",Badajoz}"
"Ester Santiago Valverde",19043071,5,Estervalverde@viajes.cl,ester3234,7ybuZ06vWwS,"+56 2 5095 4434",Nocturno,Banmédica,"Full time",583563,67841,2025-11-15,450000,3,"No disponible",10566,"San Fernando","Dos Hermanas",2026-07-12,2026-07-12,36,925,150000,"Buses Bio Bio",Cama,"{TV,Agua,""Asientos reclinables""}",{},,{}
"María Galarza Rosas",23.067.960,6,marOAa1354@viajes.ceele,Maríarosas,YlR9iIvBOO,"+56 9 0442 7064",Nocturno,Colmena,"Part time",583567,67841,2025-12-11,588000,3,"No disponible",98755,"dos hermanas#","Pozuelo de Alarcón",2026-07-15,2026-07-15,50,1084,196000,"Pullman Bus",Cama,"{TV,Agua,Calefacción}",{},,{}
"Amalia Leiva Nieves",598562,5,amalia9799@viajes.cl,Amalianieves,Ang7Y733cccqnr,"+56 9 3422 1177",Diurno,Fonasa,"Part time",583571,70721,2025-06-06,1220000,10,"No disponible",93967,Torremolinos,Rubí,2025-06-16,2025-06-17,36,1832,122000,"ŽSSK (Eslovaquia)",,"{""Asientos reclinables"",Agua,Calefacción,Wifi}",{},,"{Gandía,""Santa Lucía de Tirajana"",""Las Palmas de Gran Canaria"",""Santa Lucía de Tirajana""}"
"Sra. Daniel Candelaria Heredia",26155913,7,sra.7947@viajes.cl,Sra.heredia,yUFHggM5ThiK,"+56 9 2504 4976",Nocturno,Fonasa,"Full time",583573,65801,2025-04-02,920000,4,"No disponible",36143,"Alcalá de Henares",Málaga,2025-11-30,2025-12-02,29,3268,230000,Iberia,,{},"{Cuenta,Alcorcón,Zamora,""Cerdañola del Vallés""}","Clase ejecutiva",{}
"Juan Carlos Carranza Posada",22956352,1,juan1218@viajes.cl,Juanposada,G8lgxRY16S9P09,+56-9-3325-4482,Diurno,Colmena,"Full time",583580,65801,2025-05-05,580000,4,"No disponible",57815,Málaga,Mijas,2025-12-08,2025-12-08,28,1331,145000,Lufthansa,,{},{},"Clase económica",{}
"Federico Estrada Alonzo",9726456,2,federico9356@viajes.cl,federico6249,HtEZMgyT7Jt7V,"+56 9 1307 8960",Diurno,Fonasa,"Part time",583583,68489,2025-01-03,342000,2,"No disponible",94680,Bilbao,Majadahonda,2025-08-15,2025-08-16,96,1964,171000,"ZFBH (Bosnia y Herzegovina)",,"{""Aire acondicionado"",""Asientos reclinables"",Agua,Comida}",{},,"{Cuenta,Murcia,Palencia}"
"Sra. Cristian Franco Matos",5417365,2,srcrfrma@viajes.cl,srcrfrma,Dz42JqwiBR9vQ,"+56 2 7879 6411",Diurno,Colmena,"Part time",583590,62625,2025-07-21,154000,2,"No disponible",4722,Viladecans,"Palma de Mallorca",2025-11-16,2025-11-16,31,1004,77000,Eurostar,,"{Baño,Agua,Calefacción}",{},,"{Getafe,Granollers,Elche,Vitoria}"
"Cecilia Delacrúz Zavala",12475954,4,cedeza@viajes.cl,Ceciliazavala,gxd98lK3Bj,+56-2-2682-6744,Nocturno,Banmédica,"Part time",583596,62625,2025/09/24,596000,2,"No disponible",8635,"Palma de Mallorca","Jerez de la Frontera",2025/11/21,2025/11/22,41,2701,298000,"HŽ (Croacia)",,"{""Asientos reclinables"",""Aire acondicionado"",Calefacción,Baño,Wifi}",{},,"{Tarrasa,""Dos Hermanas""}"
"Sara Melgar Calvillo",12245566,1,sameca@viajes.cl,Saracalvillo,Trnq3C9p1IfKD,"+56 9 3193 8919",Nocturno,Colmena,"Part time",583602,64261,2025-02-01,-2034000,9,"No disponible",20056,Alcoy,Ponferrada,2025-02-21,2025-02-23,74,3870,226000,"ŽFBH (Bosnia y Herzegovina)",,"{TV,Baño,""Asientos reclinables"",Agua,""Aire acondicionado"",Wifi,Calefacción}",{},,{}
"María José Rodarte Ybarra",23643738,8,majoroyb@viajes.cl,Maríaybarra,GNl1UCpB,"+56 9 3830 6002",Diurno,Consalud,"Full time",583607,64261,2025-02-25,594000,9,"No disponible",86705,Ponferrada,Fuengirola,2025-02-27,2025-02-27,23,1009,66000,Italo,,"{Wifi,Comida,Baño}",{},,{}
"Catalina Palomino Balderas",22115918,7,capaba@viajes.cl,Catalinabalderas,EIeVu5YEzGKdmR,+56-2-2852-4864,Nocturno,Consalud,"Part time",583614,71822,2026/03/17,556000,4,"No disponible",84822,"Collado Villalba","Collado Villalba",2026/05/09,2026/05/09,28,611,139000,"Copa Airlines",,{},{},"Clase económica",{}
"Ernesto Centeno Ornelas",6510233,1,ernesto1762@viajes.cl,ernesto8448,joQjrYTzX3lD61,"+56 9 6127 2547",Nocturno,Consalud,"Part time",583615,71822,2025-11-08,1000000,4,"No disponible",10533,"Collado Villalba",Lorca,2026-05-09,2026-05-11,31,3687,250000,Qantas,,{},"{Bilbao,Cuenta}","Primera clase",{}
"Andrea Muñiz Botello",3860705,7,Andreabotello@viajes.ceele,andrea5098,mYueDO9nSDT9,"+56 2 5097 6074",Nocturno,Fonasa,"Full time",583616,71822,2025-08-20,456000,4,"No disponible",3807,Lorca,Motril,2026-05-11,2026-05-12,82,2875,114000,"Copa Airlines",,{},"{""Cerdañola del Vallés"",Mataró}","Clase ejecutiva",{}
"Jorge Luis Pérez Montalvo",7872853,1,jorge8943@viajes.cl,jorge7653,pLxn8B7C,"+56 2 9275 2824",Diurno,Fonasa,"Part time",583617,62051,2025-05-16,1670000,10,"No disponible",90853,Lérida,Alcobendas,2026-02-19,2026-02-21,48,4191,167000,Damas,Cama,"{Baño,""Asientos reclinables"",Comida}",{},,{}
"Timoteo Estrada Guzmán",26.048.165,7,TimoteoguzmOen@viajes.cl,tiesgu,iNpPd1kvwmEQ,"+56 2 2070 5138",Nocturno,Banmédica,"Full time",583623,62077,2025-02-23,380000,5,"No disponible",57173,"Santa Cruz de Tenerife",Ávila,2025-10-03,2025-10-03,50,378,76000,Megabus,Cama,"{Agua,""Asientos reclinables"",Wifi}",{},,{}
"Rodrigo Brito Samaniego",7320740,1,Rodrigosamaniego@viajes.cl,rodrigo3057,ytlLhYWQ0MIeTb,"+56 9 6165 6311",Diurno,Fonasa,"Full time",583631,62863,2025-07-10,300000,4,"No disponible",63600,León,"Santiago de Compostela",2025-09-01,2025-09-02,41,2758,75000,"ETN Turistar",Cama,"{Calefacción,Agua,""Asientos reclinables""}",{},,{}
"Cecilia Ferrer Pedraza",13.067.740,1,cecilia2735@viajes.cl,Ceciliapedraza,3VPv7WIav,"+56 2 1373 8749",Diurno,Colmena,"Full time",583632,69167,2025-10-03,212000,2,"No disponible",22722,Valladolid,Fuenlabrada,2026-02-17,2026-02-17,30,339,106000,"CFR (Rumania)",,{},{},,{Estepona}
"Alfonso Perea Quintanilla",10241643,0,alpequ@viajes.ceele,alfonso7261,39PoyN2v3FsmmCm7,+56-9-1020-9770,Diurno,Fonasa,"Full time",583635,69167,2025-06-14,90000,2,"No disponible",88264,Fuenlabrada,TORREMOLINOS!!!,2026-02-19,2026-02-19,26,271,45000,"Deutsche Bahn (DB)",,{},{},,"{Pamplona,Valencia,Alicante}"
"Ramón Delacrúz Olivera",19340353,0,RamOInolivera@viajes.cl,radeol,HP0CfrgIUj48Lo5l,"+56 9 6865 9254",Diurno,"Más vida","Full time",583636,69167,2025-08-11,288000,2,"No disponible",56755,Torremolinos,Granada,2026-02-19,2026-02-20,35,2127,144000,Thalys,,"{Wifi,Comida,""Asientos reclinables"",TV}",{},,{}
"Sta. Barbara Rendón Montemayor",2193309,0,sta.893@@viajes.cl,Sta.montemayor,IeZCdeA7qfqV7,+56-2-4354-8397,Diurno,Consalud,"Part time",583637,67098,2025-03-08,1960000,7,"No disponible",39558,"Mollet del Vallés",Salamanca,2026-01-19,2026-01-20,34,2441,280000,"CFR (Rumania)",,"{Baño,Comida,Wifi,""Asientos reclinables"",Calefacción}",{},,"{Paterna,Móstoles}"
"Federico Zarate Madera",3.462.967,6,Federicomadera@viajes.cl,fezama,C4m9C3pSXo8Cm,+56-2-2593-1672,Diurno,Colmena,"Full time",583645,67098,2025-07-29,1246000,7,"No disponible",15419,Salamanca,Alcobendas,2026-01-27,2026-01-28,53,2484,178000,"CFR (Rumania)",,"{Comida,TV,Wifi,Calefacción,Baño}",{},,"{Alicante,Segovia,Arrecife,Fuenlabrada,Bilbao}"
"Sr. Marcela Sandoval Bustos",12.840.557,7,,srmasabu,43j3slqdaZA,"+56 9 3323 1585",Nocturno,Banmédica,"Part time",583646,67098,2025-10-05,595000,,"No disponible",8667,Alcobendas,"Castellón de la Plana",,2026-01-28,34,514,85000,"DSB (Dinamarca)",,,{},,"{""Alcalá de Guadaira"",""Mollet del Vallés"",Mijas}"
"Pilar Badillo Henríquez",6828753,7,pilar4208@viajes.cl,pibahe,qX1HZtAo0WwD,"+56 9 5779 6205",Nocturno,"Más vida","Full time",583651,71727,2025-01-14,-234000,2,"No disponible",47062,Pamplona,"Roquetas de Mar",2026-04-02,2026-04-03,43,2247,117000,"Buses Romani",Cama,"{Baño,TV,Wifi}",{},,{}
"Ariadna Rolón Martínez",16953571,0,arroma@viajes.cl,arroma,fRUuZ3LaS0J,"+56 2 3643 3319",Diurno,Colmena,"Full time",583653,71727,2026-01-30,276000,2,"No disponible",85262,"Roquetas de Mar","Ciudad Real",2026-04-04,2026-04-06,43,3108,138000,Futura,Cama,"{Agua,""Asientos reclinables"",""Aire acondicionado""}",{},,{}
"Sta. Jaime Ojeda Ortiz",806936,0,stjaojor@viajes.cl,sta.9648,L71X3xSG08e,"+56 2 4586 4846",Nocturno,Colmena,"Part time",583661,64014,2025-01-12,50000,1,"No disponible",14832,"Ciudad Real",Estepona,2026-05-28,2026-05-28,38,241,50000,Monbus,Semi-cama,"{""Aire acondicionado"",""Asientos reclinables"",Calefacción}",{},,{}
"Guadalupe Crespo Alemán",2.296.183,7,gucral@viajes.cl,guadalupe7966,rLGPrXamSS8hu7Tg,"+56 2 6732 8379",Nocturno,Banmédica,"Part time",583667,64014,2025/05/08,112000,1,"No disponible",24834,Estepona,Pontevedra,2026/06/02,2026/06/02,46,796,112000,Monbus,Cama,"{Wifi,Comida,Baño}",{},,{}
"Sta. Rubén Laboy Cardenas",8101279,2,Sta.cardenas@viajes.cl,strulaca,bhFeOO7kuTQgJxZ,"+56 2 7545 9023",Nocturno,Consalud,"Full time",583672,64014,2025-04-15,164000,1,"No disponible",85863,Pontevedra,Lugo,2026-06-06,2026-06-07,43,1587,164000,"ETN Turistar",Cama,"{Agua,Calefacción,""Asientos reclinables""}",{},,{}
"Diego Córdova Covarrubias",25453587,7,diego5279@viajes.cl,dicóco,9018htmeZQUe,"+56 2 2798 2874",Nocturno,"Más vida","Part time",583673,69077,2025-12-30,805000,7,"No disponible",38277,"las palmas de gran canaria#",MOTRIL!!!,2026-03-30,2026-04-01,62,3025,115000,"NSB (Noruega)",,"{""Asientos reclinables"",Agua,""Aire acondicionado"",Comida,TV,Calefacción}",{},,"{Torremolinos,Oviedo}"
"Guillermina Ornelas Lemus",22591103,7,guillermina6592@viajes.cl,Guillerminalemus,p1t9aR7b1GHrS9L,"+56 2 2790 3130",Nocturno,"Más vida","Part time",583681,69077,2025-01-10,1015000,7,"No disponible",94082,Motril,Valladolid,2026-04-08,2026-04-08,20,483,145000,"ŽSSK (Eslovaquia)",,{},{},,"{Calahorra,Santander}"
"Irene Cisneros Guillen",17886307,0,irene3939@viajes.cl,Ireneguillen,hBW31pNkIEN5,"+56 2 0769 1802",Diurno,Colmena,"Full time",583686,70015,2025-01-07,184000,1,"No disponible",6072,Parla,Torrelavega,2025-01-20,2025-01-21,44,2870,184000,Futura,Cama,"{""Aire acondicionado"",Baño,Calefacción}",{},,{}
"Sr. Eva Leiva Jiménez",22000555,0,Sr.jimOonez@viajes.cl,sr.3635,MH2DFPR1s4TiXt,"+56 9 9807 1295",Diurno,Banmédica,"Part time",583687,70015,2025-01-18,154000,1,"No disponible",70361,Torrelavega,"Collado Villalba",2025-01-21,2025-01-23,38,3713,154000,"Estrella Roja",Cama,"{Baño,Comida,Calefacción}",{},,{}
"Inés Salas Venegas",11.670.625,3,InOosvenegas@viajes.cl,Inésvenegas,l65Pbvsh,"+56 2 5545 4899",Diurno,Colmena,"Full time",583695,66461,2025-05-30,1440000,9,"No disponible",73104,Rubí,Orense,2026-04-07,2026-04-09,100,3769,160000,Qantas,,{},"{Málaga,Fuengirola,Mijas,Reus,Valdemoro}","Primera clase",{}
"Alejandra Dávila Vázquez",25166237,1,alejandra9569@viajes.cl,aldává,XaAhFaK4O3gH6nD,"+56 9 0575 5287",Nocturno,Banmédica,"Full time",583703,66461,2025-07-22,1098000,9,"No disponible",64948,Orense,Coslada,2026-04-16,2026-04-17,85,1744,122000,"Wizz Air",,{},"{""Talavera de la Reina"",Torrevieja}","Clase ejecutiva",{}
"Sta. Gabriel Gamboa Salas",25011431,1,stgagasa@viajes.cl,Sta.salas,SM4Mc82ZnC9,"+56 9 0396 5017",Nocturno,Consalud,"Part time",583704,66461,2025-06-13,3870000,9,"No disponible",29577,Coslada,"EL PUERTO DE SANTA MARíA!!!",2026-04-17,2026-04-19,9,4100,430000,"Wizz Air",,{},"{Motril,Gijón,Cádiz,""Pozuelo de Alarcón"",Torremolinos}","Primera clase",{}
"Elena Villareal Posada",14016976,5,Elenaposada@viajes.cl,Elenaposada,7DNLxtqJoM8G0D7,"+56 2 2549 4429",Diurno,Fonasa,"Part time",583705,64582,2025-06-17,1152000,6,"No disponible",59175,Tarragona,Pontevedra,2026-02-07,2026-02-09,37,2922,192000,"EME Bus",Cama,"{Agua,Wifi,Comida}",{},,{}
